Scheme_Name,CAGR_1Yr,CAGR_3Yr,CAGR_5Yr,Sharpe_Ratio,Sortino_Ratio,Alpha,Beta,Max_Drawdown,DD_Start_Date,DD_End_Date,Expense_Ratio,rank_3yr,rank_sharpe,rank_alpha,rank_expense,rank_mdd,Scorecard_Score
Scheme_6,0.20921383509461777,0.11344427043459815,0.07516603972147373,0.17968304364332927,0.3107296999110509,0.09982177397846557,0.006376824173961517,-0.24305047906387856,2024-10-28,2025-11-06,0.006742174962095504,38.46153846153847,33.33333333333333,33.33333333333333,94.87179487179486,58.97435897435898,46.666666666666664
Scheme_8,0.3494864538389755,0.0835313531455093,0.0669192894250259,0.12194149529049303,0.20387210594765828,0.080963616422511,0.03817539940188439,-0.2274867763248044,2024-12-02,2025-05-12,0.007289223919084522,23.076923076923077,28.205128205128204,28.205128205128204,92.3076923076923,66.66666666666666,40.128205128205124
Scheme_9,0.5608066277155146,0.19121017793433093,0.053112993360506566,0.05826256657557474,0.09732598044717661,0.06986326646446965,0.03734249662027439,-0.30892105797756564,2021-08-05,2023-06-01,0.012511986161783922,61.53846153846154,20.51282051282051,20.51282051282051,64.1025641025641,25.64102564102564,39.87179487179487
Scheme_12,0.10874954366548173,0.11293634709977374,0.12211147410243317,0.41250459715053495,0.6682289214045007,0.15444961359917717,-0.059335477010408595,-0.2594411019629782,2024-12-09,2025-04-22,0.022986922409653304,35.8974358974359,53.84615384615385,53.84615384615385,0.0,46.15384615384615,39.61538461538461
Scheme_22,0.05596169050394839,-0.03065245660696747,0.0770613904258739,0.20614447472506991,0.3546352733336855,0.10430736641142785,0.002624827311688901,-0.2510131871427662,2023-12-08,2025-06-24,0.008180081590221662,7.6923076923076925,35.8974358974359,35.8974358974359,76.92307692307693,56.41025641025641,35.64102564102564
Scheme_36,-0.06782618720398947,-0.005252684720728262,0.07991314469402933,0.22770218335354472,0.37980218157305556,0.11122738080689913,-0.015162492361545384,-0.2883381929216299,2025-03-25,2026-04-06,0.013028673191378383,12.82051282051282,41.02564102564102,38.46153846153847,61.53846153846154,30.76923076923077,34.1025641025641
Scheme_3,-0.14536763885382098,0.10541117174789938,0.06914794845286121,0.22691986638305314,0.3896552512319812,0.11232882386789039,-0.02219973981182723,-0.3625990139486579,2025-09-03,2026-05-04,0.020576728383493465,33.33333333333333,38.46153846153847,41.02564102564102,20.51282051282051,23.076923076923077,33.205128205128204
Scheme_37,0.3541412284606482,0.1711612842355319,0.01935311465658418,-0.1199859456318058,-0.20327570150728208,0.032254532870910235,0.058604834834596414,-0.530659879082871,2021-09-07,2022-09-30,0.015812496235946813,58.97435897435898,12.82051282051282,10.256410256410255,41.02564102564102,0.0,29.102564102564102
Scheme_4,0.1845677955635847,0.1308985417904318,0.017715851700098817,-0.08244459798570108,-0.1324269371671965,0.04909055068378949,0.0018667855139204183,-0.3927984946520745,2021-09-02,2023-06-14,0.018841143097420066,43.58974358974359,15.384615384615385,15.384615384615385,25.64102564102564,15.384615384615385,25.384615384615387
Scheme_29,-0.17360887845826067,-0.02204760995827726,0.040352366692993025,-0.0585269719561513,-0.09895071910585312,0.051447425288382795,0.017883756223906058,-0.30658315168618644,2025-06-04,2026-04-10,0.010503096135811043,10.256410256410255,17.94871794871795,17.94871794871795,69.23076923076923,28.205128205128204,24.358974358974358
Scheme_21,-0.09223123187625692,-0.04832084836521089,0.09271427186345971,0.16580869351586244,0.28009779187184825,0.09098872743022769,0.03261118052816319,-0.36369942768608277,2025-01-10,2025-11-14,0.01598904289960358,2.564102564102564,30.76923076923077,30.76923076923077,38.46153846153847,20.51282051282051,22.435897435897438
Scheme_19,-0.007262857318230287,0.02489577257389186,-0.0006526403066883235,-0.2506212839618955,-0.4147743986178064,0.022625799932190542,-0.01122744977843305,-0.28312044720874296,2021-07-21,2023-02-21,0.01440786314230336,20.51282051282051,7.6923076923076925,7.6923076923076925,51.28205128205128,33.33333333333333,20.64102564102564
Scheme_16,0.1280472999405784,0.0036825796191730653,0.046402384963587284,0.08939270932967706,0.14683474795790685,0.0798195210958605,0.014761850203700466,-0.2642795175529039,2022-08-05,2025-06-16,0.022818481729516556,15.384615384615385,25.64102564102564,25.64102564102564,2.564102564102564,41.02564102564102,20.64102564102564
Scheme_23,-0.0478825911944758,0.09127856819086788,0.029729546497899495,-0.14170633343104305,-0.24007197023774796,0.03811924792246615,-0.00144506443068011,-0.37239658648646246,2021-06-15,2022-12-13,0.02066825946657174,25.64102564102564,10.256410256410255,12.82051282051282,17.94871794871795,17.94871794871795,17.307692307692307
Scheme_5,-0.057235837803276235,0.021521135597924124,-0.017834836695237666,-0.28081548369463,-0.479119522105956,0.012419040617588832,-0.009040885581357076,-0.44443587010250063,2021-09-28,2024-02-23,0.014215213693228836,17.94871794871795,5.128205128205128,5.128205128205128,56.41025641025641,7.6923076923076925,16.923076923076923
Scheme_25,-0.03220393968252144,-0.09886797770569256,-0.08178781641126343,-0.6100818711974628,-1.0154384074296865,-0.05696890213184159,0.027547791234010275,-0.4604633413604887,2023-10-06,2025-07-29,0.0095970586746161,0.0,0.0,0.0,71.7948717948718,2.564102564102564,11.025641025641026
Scheme_27,-0.14143303111671301,-0.03512618811030854,-0.0703658474805684,-0.5248770682010481,-0.8753933772349685,-0.033181913099430846,-0.026014753415854772,-0.4164633824953704,2022-01-28,2026-05-18,0.020806564173737035,5.128205128205128,2.564102564102564,2.564102564102564,15.384615384615385,10.256410256410255,6.0256410256410255
